,lat,lat_long_deg,climate_zone,long,station_name,wmo_code
979,44.88310,N 44° 52.99'   W 93° 13.73',6A,-93.22890,USA MN Minneapolis-St.Paul.Intl.AP.726580 US.Normals.2006-2020,726580
980,46.90060,N 46° 54.04'   W 95° 4.07',7,-95.06780,USA MN Park.Rapids.Muni.AP-Konshok.Field.727453 US.Normals.1991-2020,727453
981,46.90060,N 46° 54.04'   W 95° 4.07',7,-95.06780,USA MN Park.Rapids.Muni.AP-Konshok.Field.727453 US.Normals.2006-2020,727453
982,44.54830,N 44° 32.90'   W 95° 4.82',6A,-95.08030,USA MN Redwood.Falls.Muni.AP.726556 US.Normals.1981-2010,726556
983,44.54830,N 44° 32.90'   W 95° 4.82',6A,-95.08030,USA MN Redwood.Falls.Muni.AP.726556 US.Normals.1991-2020,726556
984,44.54830,N 44° 32.90'   W 95° 4.82',6A,-95.08030,USA MN Redwood.Falls.Muni.AP.726556 US.Normals.2006-2020,726556
985,43.90420,N 43° 54.25'   W 92° 29.50',6A,-92.49170,USA MN Rochester.Intl.AP.726440 US.Normals.1981-2010,726440
986,43.90420,N 43° 54.25'   W 92° 29.50',6A,-92.49170,USA MN Rochester.Intl.AP.726440 US.Normals.1991-2020,726440
987,43.90420,N 43° 54.25'   W 92° 29.50',6A,-92.49170,USA MN Rochester.Intl.AP.726440 US.Normals.2006-2020,726440
988,46.11360,N 46° 6.82'   W 92° 59.62',6A,-92.99360,USA MN Sandstone-Audubon.Center.of.the.North.Woods.726460 US.Normals.2006-2020,726460
989,45.54330,N 45° 32.60'   W 94° 3.08',6A,-94.05140,USA MN St.Cloud.Rgnl.AP.726550 US.Normals.1981-2010,726550
990,45.54330,N 45° 32.60'   W 94° 3.08',6A,-94.05140,USA MN St.Cloud.Rgnl.AP.726550 US.Normals.1991-2020,726550
991,45.54330,N 45° 32.60'   W 94° 3.08',6A,-94.05140,USA MN St.Cloud.Rgnl.AP.726550 US.Normals.2006-2020,726550
992,44.93190,N 44° 55.91'   W 93° 3.34',6A,-93.05560,USA MN St.Paul.Downtown.AP-Holman.Field.726584 US.Normals.1991-2020,726584
993,44.93190,N 44° 55.91'   W 93° 3.34',6A,-93.05560,USA MN St.Paul.Downtown.AP-Holman.Field.726584 US.Normals.2006-2020,726584
994,43.64500,N 43° 38.70'   W 95° 34.82',6A,-95.58030,USA MN Worthington.Muni.AP.726587 US.Normals.2006-2020,726587
995,39.86670,N 39° 52.00'   W 93° 8.81',5A,-93.14690,USA MO Chillicothe-Linneus-Univ.Missouri.Forage.Systems.Research.Center.725550 US.Normals.2006-2020,725550
996,39.82330,N 39° 49.40'   W 93° 34.75',4A,-93.57920,USA MO Chillicothe-Litton.Agri.Science.Learning.Center.724464 US.Normals.2006-2020,724464
997,38.81690,N 38° 49.01'   W 92° 13.10',4A,-92.21830,USA MO Columbia.Rgnl.AP.724450 US.Normals.1981-2010,724450
998,38.81690,N 38° 49.01'   W 92° 13.10',4A,-92.21830,USA MO Columbia.Rgnl.AP.724450 US.Normals.1991-2020,724450
999,38.81690,N 38° 49.01'   W 92° 13.10',4A,-92.21830,USA MO Columbia.Rgnl.AP.724450 US.Normals.2006-2020,724450
1000,37.76670,N 37° 46.00'   W 90° 24.00',4A,-90.40000,USA MO Farmington.Rgnl.AP.724454 US.Normals.2006-2020,724454
1001,37.75000,N 37° 45.00'   W 92° 9.00',4A,-92.15000,USA MO Fort.Leonard.Wood-Waynesville-St.Robert.Rgnl.AP.724457 US.Normals.2006-2020,724457
1002,38.59110,N 38° 35.47'   W 92° 9.35',4A,-92.15580,USA MO Jefferson.City.Meml.AP.724458 US.Normals.2006-2020,724458
1003,37.14670,N 37° 8.80'   W 94° 30.13',4A,-94.50220,USA MO Joplin.Rgnl.AP.723495 US.Normals.1981-2010,723495
1004,37.14670,N 37° 8.80'   W 94° 30.13',4A,-94.50220,USA MO Joplin.Rgnl.AP.723495 US.Normals.1991-2020,723495
1005,37.14670,N 37° 8.80'   W 94° 30.13',4A,-94.50220,USA MO Joplin.Rgnl.AP.723495 US.Normals.2006-2020,723495
1006,39.12080,N 39° 7.25'   W 94° 35.81',4A,-94.59690,USA MO Kansas.City-Wheeler.Downtown.AP.724463 US.Normals.1991-2020,724463
1007,39.12080,N 39° 7.25'   W 94° 35.81',4A,-94.59690,USA MO Kansas.City-Wheeler.Downtown.AP.724463 US.Normals.2006-2020,724463
1008,39.29720,N 39° 17.83'   W 94° 43.84',4A,-94.73060,USA MO Kansas.City.Intl.AP.724460 US.Normals.1981-2010,724460
1009,39.29720,N 39° 17.83'   W 94° 43.84',4A,-94.73060,USA MO Kansas.City.Intl.AP.724460 US.Normals.1991-2020,724460
1010,39.29720,N 39° 17.83'   W 94° 43.84',4A,-94.73060,USA MO Kansas.City.Intl.AP.724460 US.Normals.2006-2020,724460
1011,40.09720,N 40° 5.83'   W 92° 32.60',5A,-92.54330,USA MO Kirksville.Rgnl.AP.724455 US.Normals.2006-2020,724455
1012,38.95970,N 38° 57.58'   W 94° 22.28',4A,-94.37140,USA MO Lees.Summit.Muni.AP.720306 US.Normals.2006-2020,720306
1013,37.63440,N 37° 38.06'   W 91° 43.35',4A,-91.72250,USA MO Lenox-White.River.Trace.Conservation.Area.725600 US.Normals.2006-2020,725600
1014,37.42780,N 37° 25.67'   W 94° 34.97',4A,-94.58280,USA MO Mindenmines-Shawnee.Trail.Conservation.Area.725590 US.Normals.2006-2020,725590
1015,36.77250,N 36° 46.35'   W 90° 19.48',4A,-90.32470,USA MO Poplar.Bluff.Muni.AP.723300 US.Normals.1991-2020,723300
1016,36.77250,N 36° 46.35'   W 90° 19.48',4A,-90.32470,USA MO Poplar.Bluff.Muni.AP.723300 US.Normals.2006-2020,723300
1017,38.92860,N 38° 55.72'   W 90° 25.69',4A,-90.42810,USA MO Portage.des.Sioux-St.Charles.County.AP-Smartt.Field.724347 US.Normals.2006-2020,724347
1018,38.13110,N 38° 7.87'   W 91° 46.10',4A,-91.76830,USA MO Rolla.Natl.AP.724420 US.Normals.2006-2020,724420
1019,38.70420,N 38° 42.25'   W 93° 11.00',4A,-93.18330,USA MO Sedalia.Meml.AP.724453 US.Normals.2006-2020,724453
1020,37.23530,N 37° 14.12'   W 93° 24.02',4A,-93.40030,USA MO Springfield-Branson.Natl.AP.724400 US.Normals.1981-2010,724400
1021,37.23530,N 37° 14.12'   W 93° 24.02',4A,-93.40030,USA MO Springfield-Branson.Natl.AP.724400 US.Normals.1991-2020,724400
1022,37.23530,N 37° 14.12'   W 93° 24.02',4A,-93.40030,USA MO Springfield-Branson.Natl.AP.724400 US.Normals.2006-2020,724400
1023,39.77360,N 39° 46.42'   W 94° 55.40',4A,-94.92330,USA MO St.Joseph-Rosecrans.Meml.AP.724490 US.Normals.2006-2020,724490
1024,38.75250,N 38° 45.15'   W 90° 22.42',4A,-90.37360,USA MO St.Louis-Lambert.Intl.AP.724340 US.Normals.1981-2010,724340
1025,38.75250,N 38° 45.15'   W 90° 22.42',4A,-90.37360,USA MO St.Louis-Lambert.Intl.AP.724340 US.Normals.1991-2020,724340
1026,38.75250,N 38° 45.15'   W 90° 22.42',4A,-90.37360,USA MO St.Louis-Lambert.Intl.AP.724340 US.Normals.2006-2020,724340
1027,38.65720,N 38° 39.43'   W 90° 39.35',4A,-90.65580,USA MO St.Louis-Spirit.of.St.Louis.AP.724345 US.Normals.1991-2020,724345
1028,38.65720,N 38° 39.43'   W 90° 39.35',4A,-90.65580,USA MO St.Louis-Spirit.of.St.Louis.AP.724345 US.Normals.2006-2020,724345
1029,36.87810,N 36° 52.69'   W 91° 54.15',4A,-91.90250,USA MO West.Plains.Rgnl.AP.723484 US.Normals.2006-2020,723484
1030,38.71670,N 38° 43.00'   W 93° 33.00',4A,-93.55000,USA MO Whiteman.AFB.724467 US.Normals.1981-2010,724467
1031,38.71670,N 38° 43.00'   W 93° 33.00',4A,-93.55000,USA MO Whiteman.AFB.724467 US.Normals.1991-2020,724467
1032,38.71670,N 38° 43.00'   W 93° 33.00',4A,-93.55000,USA MO Whiteman.AFB.724467 US.Normals.2006-2020,724467
1033,30.41670,N 30° 25.00'   W 88° 55.00',2A,-88.91670,USA MS Biloxi-Keesler.AFB.747686 US.Normals.2006-2020,747686
1034,33.65000,N 33° 39.00'   W 88° 27.00',3A,-88.45000,USA MS Columbus.AFB.723306 US.Normals.2006-2020,723306
1035,33.48250,N 33° 28.95'   W 90° 59.12',3A,-90.98530,USA MS Greenville.Mid-Delta.Rgnl.AP.747680 US.Normals.2006-2020,747680
1036,33.49640,N 33° 29.78'   W 90° 5.20',3A,-90.08670,USA MS Greenwood-Leflore.AP.747580 US.Normals.1981-2010,747580
1037,33.49640,N 33° 29.78'   W 90° 5.20',3A,-90.08670,USA MS Greenwood-Leflore.AP.747580 US.Normals.2006-2020,747580
1038,30.41190,N 30° 24.71'   W 89° 4.85',2A,-89.08080,USA MS Gulfport-Biloxi.Intl.AP.747570 US.Normals.2006-2020,747570
1039,31.26500,N 31° 15.90'   W 89° 15.18',2A,-89.25300,USA MS Hattiesburg-Chain.Muni.AP.747590 US.Normals.2006-2020,747590
1040,32.33780,N 32° 20.27'   W 89° 4.22',3A,-89.07030,USA MS Hickory-Coastal.Plain.Experimental.Station.747710 US.Normals.2006-2020,747710
1041,34.82220,N 34° 49.33'   W 89° 26.08',3A,-89.43470,USA MS Holly.Springs-Marshall.County.AP.747700 US.Normals.2006-2020,747700
1042,32.32060,N 32° 19.24'   W 90° 4.67',3A,-90.07780,USA MS Jackson-Evers.Intl.AP.722350 US.Normals.1981-2010,722350
1043,32.32060,N 32° 19.24'   W 90° 4.67',3A,-90.07780,USA MS Jackson-Evers.Intl.AP.722350 US.Normals.1991-2020,722350
1044,32.32060,N 32° 19.24'   W 90° 4.67',3A,-90.07780,USA MS Jackson-Evers.Intl.AP.722350 US.Normals.2006-2020,722350
1045,32.33670,N 32° 20.20'   W 90° 13.28',2A,-90.22140,USA MS Jackson-Hawkins.Field.AP.722354 US.Normals.2006-2020,722354
1046,31.18280,N 31° 10.97'   W 90° 28.25',2A,-90.47080,USA MS McComb-Pike.County.AP-Lewis.Field.722358 US.Normals.1981-2010,722358
1047,31.18280,N 31° 10.97'   W 90° 28.25',2A,-90.47080,USA MS McComb-Pike.County.AP-Lewis.Field.722358 US.Normals.1991-2020,722358
1048,31.18280,N 31° 10.97'   W 90° 28.25',2A,-90.47080,USA MS McComb-Pike.County.AP-Lewis.Field.722358 US.Normals.2006-2020,722358
1049,32.33470,N 32° 20.08'   W 88° 44.65',3A,-88.74420,USA MS Meridian.Rgnl.AP-Key.Field.722340 US.Normals.1981-2010,722340
1050,32.33470,N 32° 20.08'   W 88° 44.65',3A,-88.74420,USA MS Meridian.Rgnl.AP-Key.Field.722340 US.Normals.1991-2020,722340
1051,32.33470,N 32° 20.08'   W 88° 44.65',3A,-88.74420,USA MS Meridian.Rgnl.AP-Key.Field.722340 US.Normals.2006-2020,722340
1052,32.55000,N 32° 33.00'   W 88° 34.00',3A,-88.56670,USA MS NAS.Meridian-McCain.Field.722345 US.Normals.2006-2020,722345
1053,30.46360,N 30° 27.82'   W 88° 31.91',2A,-88.53190,USA MS Pascagoula-Lott.Intl.AP.747688 US.Normals.2006-2020,747688
1054,34.26220,N 34° 15.73'   W 88° 46.28',3A,-88.77140,USA MS Tupelo.Rgnl.AP.723320 US.Normals.1981-2010,723320
1055,34.26220,N 34° 15.73'   W 88° 46.28',3A,-88.77140,USA MS Tupelo.Rgnl.AP.723320 US.Normals.1991-2020,723320
1056,34.26220,N 34° 15.73'   W 88° 46.28',3A,-88.77140,USA MS Tupelo.Rgnl.AP.723320 US.Normals.2006-2020,723320
1057,46.35830,N 46° 21.50'   W 104° 15.00',6B,-104.2500,USA MT Baker.Muni.AP.726777 US.Normals.2006-2020,726777
1058,45.15810,N 45° 9.49'   W 113° 0.35',7,-113.0058,USA MT Bannack.State.Park.742270 US.Normals.2006-2020,742270
1059,45.80690,N 45° 48.41'   W 108° 32.53',5A,-108.5422,USA MT Billings.Logan.Intl.AP.726770 US.Normals.1981-2010,726770
1060,45.80690,N 45° 48.41'   W 108° 32.53',5A,-108.5422,USA MT Billings.Logan.Intl.AP.726770 US.Normals.1991-2020,726770
1061,45.80690,N 45° 48.41'   W 108° 32.53',5A,-108.5422,USA MT Billings.Logan.Intl.AP.726770 US.Normals.2006-2020,726770
1062,45.78810,N 45° 47.29'   W 111° 9.65',6A,-111.1608,USA MT Bozeman.Yellowstone.Intl.AP-Gallatin.Field.726797 US.Normals.1991-2020,726797
1063,45.96470,N 45° 57.88'   W 112° 30.04',7,-112.5006,USA MT Butte-Mooney.AP.727740 US.Normals.2006-2020,727740
1064,48.60330,N 48° 36.20'   W 112° 22.52',6B,-112.3753,USA MT Cut.Bank.Intl.AP.727690 US.Normals.2006-2020,727690
1065,45.25750,N 45° 15.45'   W 112° 33.27',6B,-112.5545,USA MT Dillon.AP.727700 US.Normals.2006-2020,727700
1066,48.30830,N 48° 18.50'   W 105° 6.10',7,-105.1017,USA MT Ft.Peck.SURFRAD.742320 US.Normals.2006-2020,742320
1067,48.74110,N 48° 44.47'   W 113° 25.99',7,-113.4331,USA MT Glacier.Natl.Park.742290 US.Normals.2006-2020,742290
1068,48.21380,N 48° 12.83'   W 106° 37.28',6B,-106.6213,USA MT Glasgow.Intl.AP-Wokal.Field.727680 US.Normals.1981-2010,727680
1069,48.21380,N 48° 12.83'   W 106° 37.28',6B,-106.6213,USA MT Glasgow.Intl.AP-Wokal.Field.727680 US.Normals.1991-2020,727680
1070,48.21380,N 48° 12.83'   W 106° 37.28',6B,-106.6213,USA MT Glasgow.Intl.AP-Wokal.Field.727680 US.Normals.2006-2020,727680
1071,48.54280,N 48° 32.57'   W 109° 45.80',6B,-109.7633,USA MT Havre.City-County.AP.727770 US.Normals.1991-2020,727770
1072,48.54280,N 48° 32.57'   W 109° 45.80',6B,-109.7633,USA MT Havre.City-County.AP.727770 US.Normals.2006-2020,727770
1073,46.60560,N 46° 36.34'   W 111° 57.82',6B,-111.9636,USA MT Helena.Rgnl.AP.727720 US.Normals.1981-2010,727720
1074,46.60560,N 46° 36.34'   W 111° 57.82',6B,-111.9636,USA MT Helena.Rgnl.AP.727720 US.Normals.1991-2020,727720
1075,46.60560,N 46° 36.34'   W 111° 57.82',6B,-111.9636,USA MT Helena.Rgnl.AP.727720 US.Normals.2006-2020,727720
1076,48.30420,N 48° 18.25'   W 114° 15.82',6A,-114.2636,USA MT Kalispell-Glacier.Park.Intl.AP.727790 US.Normals.1981-2010,727790
1077,48.30420,N 48° 18.25'   W 114° 15.82',6A,-114.2636,USA MT Kalispell-Glacier.Park.Intl.AP.727790 US.Normals.1991-2020,727790
1078,48.30420,N 48° 18.25'   W 114° 15.82',6A,-114.2636,USA MT Kalispell-Glacier.Park.Intl.AP.727790 US.Normals.2006-2020,727790
1079,47.04920,N 47° 2.95'   W 109° 27.47',6A,-109.4578,USA MT Lewistown.Muni.AP.726776 US.Normals.1991-2020,726776
1080,47.04920,N 47° 2.95'   W 109° 27.47',6A,-109.4578,USA MT Lewistown.Muni.AP.726776 US.Normals.2006-2020,726776
1081,45.69830,N 45° 41.90'   W 110° 26.45',6B,-110.4408,USA MT Livingston-Mission.Field.AP.726798 US.Normals.2006-2020,726798
1082,47.51670,N 47° 31.00'   W 111° 11.00',5B,-111.1833,USA MT Malmstrom.AFB.727755 US.Normals.2006-2020,727755
1083,46.42670,N 46° 25.60'   W 105° 52.95',6B,-105.8825,USA MT Miles.City.Muni.AP-Wiley.Field.742300 US.Normals.1991-2020,742300
1084,46.42670,N 46° 25.60'   W 105° 52.95',6B,-105.8825,USA MT Miles.City.Muni.AP-Wiley.Field.742300 US.Normals.2006-2020,742300
1085,46.92080,N 46° 55.25'   W 114° 5.55',6A,-114.0925,USA MT Missoula.Intl.AP.727730 US.Normals.1981-2010,727730
1086,46.92080,N 46° 55.25'   W 114° 5.55',6A,-114.0925,USA MT Missoula.Intl.AP.727730 US.Normals.1991-2020,727730
1087,46.92080,N 46° 55.25'   W 114° 5.55',6A,-114.0925,USA MT Missoula.Intl.AP.727730 US.Normals.2006-2020,727730
1088,48.09440,N 48° 5.66'   W 105° 34.46',6B,-105.5744,USA MT Wolf.Point-Clayton.AP.727686 US.Normals.2006-2020,727686
1089,48.48860,N 48° 29.32'   W 105° 12.58',6B,-105.2097,USA MT Wolf.Point.34.NE.742310 US.Normals.2006-2020,742310
1090,35.43190,N 35° 25.91'   W 82° 32.25',4A,-82.53750,USA NC Asheville.Rgnl.AP.723150 US.Normals.1981-2010,723150
1091,35.43190,N 35° 25.91'   W 82° 32.25',4A,-82.53750,USA NC Asheville.Rgnl.AP.723150 US.Normals.1991-2020,723150
1092,35.43190,N 35° 25.91'   W 82° 32.25',4A,-82.53750,USA NC Asheville.Rgnl.AP.723150 US.Normals.2006-2020,723150
1093,34.73360,N 34° 44.02'   W 76° 39.64',3A,-76.66060,USA NC Beaufort-Smith.Field.AP.723037 US.Normals.2006-2020,723037
1094,35.49440,N 35° 29.66'   W 82° 36.85',4A,-82.61420,USA NC Bent.Creek-North.Carolina.Arboretum.746960 US.Normals.2006-2020,746960
1095,36.04670,N 36° 2.80'   W 79° 28.61',3A,-79.47690,USA NC Burlington.Alamance.Rgnl.AP.723174 US.Normals.2006-2020,723174
1096,35.01690,N 35° 1.01'   W 80° 37.24',3A,-80.62060,USA NC Charlotte-Monroe.Exec.AP.723194 US.Normals.2006-2020,723194
1097,35.22360,N 35° 13.42'   W 80° 57.32',3A,-80.95530,USA NC Charlotte.Douglas.Intl.AP.723140 US.Normals.1981-2010,723140
1098,35.22360,N 35° 13.42'   W 80° 57.32',3A,-80.95530,USA NC Charlotte.Douglas.Intl.AP.723140 US.Normals.1991-2020,723140
1099,35.22360,N 35° 13.42'   W 80° 57.32',3A,-80.95530,USA NC Charlotte.Douglas.Intl.AP.723140 US.Normals.2006-2020,723140
1100,35.97060,N 35° 58.24'   W 79° 5.59',3A,-79.09310,USA NC Durham.11.W.756940 US.Normals.2006-2020,756940
1101,36.26060,N 36° 15.64'   W 76° 10.50',3A,-76.17500,USA NC Elizabeth.City.Rgnl.AP-CGAS.Elizabeth.City.723070 US.Normals.2006-2020,723070
1102,35.17390,N 35° 10.43'   W 79° 0.53',3A,-79.00890,USA NC Fayetteville-Fort.Bragg-Pope.Field.723030 US.Normals.1981-2010,723030
1103,35.17390,N 35° 10.43'   W 79° 0.53',3A,-79.00890,USA NC Fayetteville-Fort.Bragg-Pope.Field.723030 US.Normals.1991-2020,723030
1104,35.17390,N 35° 10.43'   W 79° 0.53',3A,-79.00890,USA NC Fayetteville-Fort.Bragg-Pope.Field.723030 US.Normals.2006-2020,723030
1105,35.13330,N 35° 8.00'   W 78° 56.00',3A,-78.93330,USA NC Fayetteville-Ft.Bragg-Simmons.AAF.746930 US.Normals.1981-2010,746930
1106,35.13330,N 35° 8.00'   W 78° 56.00',3A,-78.93330,USA NC Fayetteville-Ft.Bragg-Simmons.AAF.746930 US.Normals.1991-2020,746930
1107,35.13330,N 35° 8.00'   W 78° 56.00',3A,-78.93330,USA NC Fayetteville-Ft.Bragg-Simmons.AAF.746930 US.Normals.2006-2020,746930
1108,34.99140,N 34° 59.48'   W 78° 52.82',3A,-78.88030,USA NC Fayetteville.Rgnl.AP-Grannis.Field.723035 US.Normals.1991-2020,723035
1109,34.99140,N 34° 59.48'   W 78° 52.82',3A,-78.88030,USA NC Fayetteville.Rgnl.AP-Grannis.Field.723035 US.Normals.2006-2020,723035
1110,35.19670,N 35° 11.80'   W 81° 9.35',3A,-81.15580,USA NC Gastonia.Muni.AP.723147 US.Normals.2006-2020,723147
1111,35.34440,N 35° 20.66'   W 77° 57.88',3A,-77.96470,USA NC Goldsboro-Seymour.Johnson.AFB.723066 US.Normals.1981-2010,723066
1112,35.34440,N 35° 20.66'   W 77° 57.88',3A,-77.96470,USA NC Goldsboro-Seymour.Johnson.AFB.723066 US.Normals.1991-2020,723066
1113,35.34440,N 35° 20.66'   W 77° 57.88',3A,-77.96470,USA NC Goldsboro-Seymour.Johnson.AFB.723066 US.Normals.2006-2020,723066
1114,36.09690,N 36° 5.81'   W 79° 56.60',3A,-79.94330,USA NC Greensboro-Piedmont.Triad.Intl.AP.723170 US.Normals.1981-2010,723170
1115,36.09690,N 36° 5.81'   W 79° 56.60',3A,-79.94330,USA NC Greensboro-Piedmont.Triad.Intl.AP.723170 US.Normals.1991-2020,723170
1116,36.09690,N 36° 5.81'   W 79° 56.60',3A,-79.94330,USA NC Greensboro-Piedmont.Triad.Intl.AP.723170 US.Normals.2006-2020,723170
1117,34.90000,N 34° 54.00'   W 76° 53.00',3A,-76.88330,USA NC Havelock-MCAS.Cherry.Point-Cunningham.Field.723090 US.Normals.1981-2010,723090
1118,34.90000,N 34° 54.00'   W 76° 53.00',3A,-76.88330,USA NC Havelock-MCAS.Cherry.Point-Cunningham.Field.723090 US.Normals.1991-2020,723090
1119,34.90000,N 34° 54.00'   W 76° 53.00',3A,-76.88330,USA NC Havelock-MCAS.Cherry.Point-Cunningham.Field.723090 US.Normals.2006-2020,723090
1120,35.74250,N 35° 44.55'   W 81° 22.91',3A,-81.38190,USA NC Hickory.Rgnl.AP.723010 US.Normals.1981-2010,723010
1121,35.74250,N 35° 44.55'   W 81° 22.91',3A,-81.38190,USA NC Hickory.Rgnl.AP.723010 US.Normals.2006-2020,723010
1122,34.70000,N 34° 42.00'   W 77° 23.00',3A,-77.38330,USA NC Jacksonville-MCAS.New.River-McCutcheon.Field.723096 US.Normals.1981-2010,723096
1123,34.70000,N 34° 42.00'   W 77° 23.00',3A,-77.38330,USA NC Jacksonville-MCAS.New.River-McCutcheon.Field.723096 US.Normals.1991-2020,723096
1124,34.70000,N 34° 42.00'   W 77° 23.00',3A,-77.38330,USA NC Jacksonville-MCAS.New.River-McCutcheon.Field.723096 US.Normals.2006-2020,723096
1125,34.79170,N 34° 47.50'   W 79° 21.97',3A,-79.36610,USA NC Laurinburg-Maxton.AP.723109 US.Normals.2006-2020,723109
1126,34.60810,N 34° 36.49'   W 79° 3.55',3A,-79.05920,USA NC Lumberton.Muni.AP.723108 US.Normals.2006-2020,723108
1127,35.41860,N 35° 25.12'   W 82° 33.40',4A,-82.55670,USA NC Mills.River-Mountain.Horticulture.Crops.Research.and.Extension.Center.746970 US.Normals.2006-2020,746970
1128,35.06780,N 35° 4.07'   W 77° 2.89',3A,-77.04810,USA NC New.Bern-Coastal.Carolina.Rgnl.AP.723095 US.Normals.1981-2010,723095
1129,35.06780,N 35° 4.07'   W 77° 2.89',3A,-77.04810,USA NC New.Bern-Coastal.Carolina.Rgnl.AP.723095 US.Normals.1991-2020,723095
1130,35.06780,N 35° 4.07'   W 77° 2.89',3A,-77.04810,USA NC New.Bern-Coastal.Carolina.Rgnl.AP.723095 US.Normals.2006-2020,723095
1131,35.89220,N 35° 53.53'   W 78° 46.91',3A,-78.78190,USA NC Raleigh-Durham.Intl.AP.723060 US.Normals.1981-2010,723060
1132,35.89220,N 35° 53.53'   W 78° 46.91',3A,-78.78190,USA NC Raleigh-Durham.Intl.AP.723060 US.Normals.1991-2020,723060
1133,35.89220,N 35° 53.53'   W 78° 46.91',3A,-78.78190,USA NC Raleigh-Durham.Intl.AP.723060 US.Normals.2006-2020,723060
1134,35.85500,N 35° 51.30'   W 77° 53.59',3A,-77.89310,USA NC Rocky.Mount-Wilson.Rgnl.AP.723068 US.Normals.2006-2020,723068
1135,34.26750,N 34° 16.05'   W 77° 53.98',3A,-77.89970,USA NC Wilmington.Intl.AP.723020 US.Normals.1981-2010,723020
1136,34.26750,N 34° 16.05'   W 77° 53.98',3A,-77.89970,USA NC Wilmington.Intl.AP.723020 US.Normals.2006-2020,723020
1137,36.13360,N 36° 8.02'   W 80° 13.33',3A,-80.22220,USA NC Winston-Salem-Smith.Reynolds.AP.723193 US.Normals.2006-2020,723193
1138,46.77080,N 46° 46.25'   W 100° 45.62',6A,-100.7603,USA ND Bismarck.Muni.AP.727640 US.Normals.1981-2010,727640
1139,46.77080,N 46° 46.25'   W 100° 45.62',6A,-100.7603,USA ND Bismarck.Muni.AP.727640 US.Normals.1991-2020,727640
1140,46.77080,N 46° 46.25'   W 100° 45.62',6A,-100.7603,USA ND Bismarck.Muni.AP.727640 US.Normals.2006-2020,727640
1141,48.96750,N 48° 58.05'   W 102° 10.22',7,-102.1703,USA ND Des.Lacs.Natl.Wildlife.Refuge.727540 US.Normals.2006-2020,727540
1142,48.11670,N 48° 7.00'   W 98° 54.00',7,-98.90000,USA ND Devils.Lake.Rgnl.AP.727573 US.Normals.2006-2020,727573
1143,46.79940,N 46° 47.96'   W 102° 47.83',6A,-102.7972,USA ND Dickinson.Roosevelt.Rgnl.AP.727630 US.Normals.2006-2020,727630
1144,46.92530,N 46° 55.52'   W 96° 48.67',6A,-96.81110,USA ND Fargo-Hector.Intl.AP.727530 US.Normals.1981-2010,727530
1145,46.92530,N 46° 55.52'   W 96° 48.67',6A,-96.81110,USA ND Fargo-Hector.Intl.AP.727530 US.Normals.1991-2020,727530
1146,46.92530,N 46° 55.52'   W 96° 48.67',6A,-96.81110,USA ND Fargo-Hector.Intl.AP.727530 US.Normals.2006-2020,727530
1147,47.64580,N 47° 38.75'   W 101° 26.36',7,-101.4394,USA ND Garrison.Muni.AP.727677 US.Normals.2006-2020,727677
1148,47.96670,N 47° 58.00'   W 97° 24.00',7,-97.40000,USA ND Grand.Forks.AFB.727575 US.Normals.1981-2010,727575
1149,47.96670,N 47° 58.00'   W 97° 24.00',7,-97.40000,USA ND Grand.Forks.AFB.727575 US.Normals.1991-2020,727575
1150,47.96670,N 47° 58.00'   W 97° 24.00',7,-97.40000,USA ND Grand.Forks.AFB.727575 US.Normals.2006-2020,727575
1151,47.94280,N 47° 56.57'   W 97° 11.03',7,-97.18390,USA ND Grand.Forks.Intl.AP.727570 US.Normals.1981-2010,727570
1152,47.94280,N 47° 56.57'   W 97° 11.03',7,-97.18390,USA ND Grand.Forks.Intl.AP.727570 US.Normals.2006-2020,727570
1153,46.01390,N 46° 0.83'   W 102° 39.28',6A,-102.6547,USA ND Hettinger.Muni.AP.727584 US.Normals.2006-2020,727584
1154,46.92580,N 46° 55.55'   W 98° 40.15',6A,-98.66920,USA ND Jamestown.Rgnl.AP.727535 US.Normals.1991-2020,727535
1155,46.92580,N 46° 55.55'   W 98° 40.15',6A,-98.66920,USA ND Jamestown.Rgnl.AP.727535 US.Normals.2006-2020,727535
1156,46.89470,N 46° 53.68'   W 103° 22.61',6B,-103.3769,USA ND Medora-Roosevelt.Natl.Park-Painted.Canyon.727520 US.Normals.2006-2020,727520
1157,48.41670,N 48° 25.00'   W 101° 21.00',7,-101.3500,USA ND Minot.AFB.727675 US.Normals.1981-2010,727675
1158,48.41670,N 48° 25.00'   W 101° 21.00',7,-101.3500,USA ND Minot.AFB.727675 US.Normals.1991-2020,727675
1159,48.41670,N 48° 25.00'   W 101° 21.00',7,-101.3500,USA ND Minot.AFB.727675 US.Normals.2006-2020,727675
1160,48.25530,N 48° 15.32'   W 101° 16.40',6A,-101.2733,USA ND Minot.Intl.AP.727676 US.Normals.1981-2010,727676
1161,48.25530,N 48° 15.32'   W 101° 16.40',6A,-101.2733,USA ND Minot.Intl.AP.727676 US.Normals.1991-2020,727676
1162,48.25530,N 48° 15.32'   W 101° 16.40',6A,-101.2733,USA ND Minot.Intl.AP.727676 US.Normals.2006-2020,727676
1163,48.17390,N 48° 10.43'   W 103° 38.20',6B,-103.6367,USA ND Williston-Sloulin.Field.Intl.AP.727670 US.Normals.1981-2010,727670
